modified;institutionCode;collectionCode;catalogNumber;scientificName;identificationQualifier;family;genus;specificEpithet;infraspecificEpithet;scientificNameAuthorship;identifiedBy;dateIdentified;typeStatus;recordNumber;fieldNumber;recordedBy;year;month;day;country;stateProvince;municipality;locality;decimalLongitude;decimalLatitude;occurrenceRemarks;occurrenceID;comments

